Symbol,Date,Action,Price,Shares,TradeValue,Taxes
AARTIPHARM.ns,2023-06-05 15:46:26.573225,Buy,373.3500061035156,4017.6777165609774,1500000.0,822.3926999999999
FCL.ns,2023-06-05 15:46:52.298811,Buy,321.6000061035156,4664.179015958055,1500000.0,822.3926999999999
HINDOILEXP.ns,2023-06-05 15:47:03.413975,Buy,196.75,7623.888182973316,1500000.0,822.3926999999999
ORIENTCEM.ns,2023-06-05 15:47:26.814646,Buy,140.25,10695.187165775402,1500000.0,822.3926999999999
RATEGAIN.ns,2023-06-05 15:47:33.157349,Buy,397.9500122070313,3769.317637863605,1500000.0,822.3926999999999
THOMASCOOK.ns,2023-06-05 15:47:48.005490,Buy,68.19999694824219,21994.135881536306,1500000.0,822.3926999999999
TIDEWATER.ns,2023-06-05 15:47:49.443404,Buy,896.0,1674.107142857143,1500000.0,822.3926999999999
SHAREINDIA.ns,2023-06-05 15:52:17.206392,Buy,1301.800048828125,1152.2506865399905,1500000.0,822.3926999999999
THYROCARE.ns,2023-06-05 15:52:26.898492,Buy,479.3500061035156,3129.2374692826747,1500000.0,822.3926999999999
