Symbol,Date,NewsSentiment,Signal_strength,Close,High,Low,Resistance,Support,52High,52Low,Trend,Alpha,Beta,Bucket
AGI.ns,2023-06-15,0.0,0.31,617.8,641.4,612.45,637.7,546.5,637.7,285.2,Bullish,1,1,NiftyMicroCap250
ABB.NS,2023-06-15,0.0,0.25,4313.65,4348.25,4280.0,4349.85,3809.5,4349.85,2679.95,Bullish,0.0023687592265214425,1.848776014091747,Nifty100
AARTIPHARM.ns,2023-06-15,0.09,0.38,401.05,416.0,391.1,408.65,336.0,408.65,247.15,Bullish,1,1,NiftyMicroCap250
ADANIENT.NS,2023-06-15,0.03,0.25,2485.65,2527.0,2462.9,2633.7,1857.75,4165.3,1193.5,Bullish,0.007717816989998752,3.6815849424311704,Nifty100
AEGISCHEM.ns,2023-06-15,0.0,0.25,350.3,353.5,346.5,377.65,316.6,407.85,272.0,Bearish,1,1,Niftysmallcap100
ADANIPORTS.NS,2023-06-15,0.0,0.38,739.5,748.7,737.0,745.4,659.5,906.9,462.45,Bullish,0.0011328940844846053,1.628246781831927,Nifty100
AMARAJABAT.ns,2023-06-15,0.0,0.44,624.55,631.55,618.15,649.0,594.65,664.0,485.2,Bullish,1,1,Niftysmallcap100
AHLUCONT.ns,2023-06-15,0.0,0.25,617.0,632.65,611.05,629.5,520.0,629.5,405.35,Bullish,1,1,NiftyMicroCap250
ANGELONE.ns,2023-06-15,0.0,0.38,1562.95,1575.4,1535.05,1562.95,1181.2,1649.6,1002.85,Bullish,1,1,Niftysmallcap100
ADANIPOWER.ns,2023-06-15,0.03,0.31,269.25,274.15,265.25,279.15,214.0,372.85,139.35,Bullish,0.004180001802416318,0.8091705566277172,NIFTYMIDCAP100
ANURAS.ns,2023-06-15,0.0,0.25,1083.4,1102.3,1075.1,1219.8,1055.65,1219.8,577.05,Bullish,1,1,Niftysmallcap100
ALOKINDS.ns,2023-06-15,0.0,0.38,14.1,14.55,14.05,14.4,12.6,18.15,10.6,Bullish,1,1,NiftyMicroCap250
BSE.ns,2023-06-15,0.1,0.38,573.95,583.0,569.8,576.7,521.0,617.25,407.8,Bullish,1,1,Niftysmallcap100
AMIORG.ns,2023-06-15,0.0,0.38,1282.15,1309.0,1277.0,1300.05,1040.25,1300.05,865.7,Bullish,1,1,NiftyMicroCap250
AMBUJACEM.NS,2023-06-15,0.25,0.45,458.35,468.9,457.05,464.6,395.5,587.75,329.9,Bullish,0.0040872729630672296,1.6600256136767233,Nifty100
ANANDRATHI.ns,2023-06-15,0.0,0.38,866.25,871.0,863.5,881.3,835.75,881.55,660.0,Bullish,1,1,NiftyMicroCap250
