Symbol,Date,NewsSentiment,Signal_strength,Close,High,Low,Resistance,Support,52High,52Low,Trend,Alpha,Beta,Bucket
BCG.ns,2023-06-21,0.0,0.25,33.1,34.75,34.75,33.1,14.1,40.05,9.35,Bullish,1,1,Niftysmallcap100
BHARATFORG.ns,2023-06-21,0.0,0.38,817.6,821.9,821.9,837.85,752.85,908.65,747.8,Bullish,0.0026720048006904015,0.39744025680591794,NIFTYMIDCAP100
CESC.ns,2023-06-21,0.0,0.31,73.1,73.25,73.25,73.1,68.7,81.2,63.2,Bullish,1,1,Niftysmallcap100
BERGEPAINT.NS,2023-06-21,0.0,0.5,674.8,677.95,677.95,676.75,615.05,676.75,539.5,Bullish,0.00205645898462314,0.3627588729864581,Nifty100
BEL.NS,2023-06-21,0.0,0.38,125.15,126.15,126.15,125.2,105.7,125.2,88.95,Bullish,0.0059112415072550845,0.6561446162733259,Nifty100
BIOCON.ns,2023-06-21,0.0,0.38,245.0,245.0,245.0,245.3,234.0,287.35,198.7,Bullish,0.000829568494327411,0.09110971536931119,NIFTYMIDCAP100
ASTRAZEN.ns,2023-06-21,0.0,0.56,3648.7,3648.7,3648.7,3652.4,3125.0,3652.4,2963.1,Bullish,1,1,NiftyMicroCap250
BPCL.NS,2023-06-21,0.0,0.5,372.45,372.45,372.45,378.9,354.6,378.9,292.15,Bullish,0.00029215510156688673,0.6272207597742342,Nifty100
CARBORUNIV.ns,2023-06-21,0.0,0.5,1212.75,1212.0,1212.0,1238.7,1134.75,1238.7,800.5,Bullish,1,1,Niftysmallcap100
BFUTILITIE.ns,2023-06-21,0.0,0.38,379.2,380.7,380.7,379.2,334.1,429.15,284.6,Bullish,1,1,NiftyMicroCap250
BAJAJCON.ns,2023-06-21,0.0,0.25,192.2,193.1,193.1,194.15,175.65,194.15,147.3,Bullish,1,1,NiftyMicroCap250
BRITANNIA.NS,2023-06-21,0.0,0.31,5056.45,5070.6,5070.6,5056.45,4484.15,5056.45,3713.1,Bullish,0.0038130158909207472,0.938342688194526,Nifty100
BAJAJHIND.ns,2023-06-21,0.0,0.44,16.4,16.5,16.5,16.45,13.15,18.85,10.15,Bullish,1,1,NiftyMicroCap250
CENTURYTEX.ns,2023-06-21,0.0,0.25,831.7,848.0,848.0,831.7,774.65,877.35,606.4,Bullish,1,1,Niftysmallcap100
CROMPTON.ns,2023-06-21,0.0,0.5,292.85,294.0,294.0,293.1,252.1,387.65,252.55,Bullish,0.0006801672089383425,0.7613186803846991,NIFTYMIDCAP100
BARBEQUE.ns,2023-06-21,0.0,0.56,680.25,685.0,685.0,701.0,600.0,1148.25,596.2,Bullish,1,1,NiftyMicroCap250
CHOLAFIN.NS,2023-06-21,0.0,0.38,1121.9,1126.9,1126.9,1132.25,1011.1,1132.25,665.95,Bullish,0.0020867856592362826,0.5557018512286769,Nifty100
DALBHARAT.ns,2023-06-21,0.0,0.5,2240.5,2250.0,2250.0,2254.85,2017.55,2254.85,1503.45,Bullish,0.002841147813503668,0.6028235675633505,NIFTYMIDCAP100
BOMDYEING.ns,2023-06-21,0.0,0.31,106.5,106.75,106.75,106.5,79.05,106.5,53.9,Bullish,1,1,NiftyMicroCap250
COCHINSHIP.ns,2023-06-21,0.0,0.38,595.65,600.0,600.0,595.65,468.95,677.5,414.0,Bullish,1,1,Niftysmallcap100
DEEPAKNTR.ns,2023-06-21,0.0,0.31,2243.9,2248.95,2248.95,2243.9,1918.85,2343.5,1757.4,Bullish,0.0010904773562586925,0.8526043967858714,NIFTYMIDCAP100
BUTTERFLY.ns,2023-06-21,0.0,0.5,1182.1,1193.9,1193.9,1193.2,977.55,1814.3,1024.7,Bullish,1,1,NiftyMicroCap250
DEVYANI.ns,2023-06-21,0.0,0.5,192.95,193.0,193.0,194.9,173.9,194.9,137.95,Bullish,0.0017477624390250378,0.3549866043613778,NIFTYMIDCAP100
CMSINFO.ns,2023-06-21,0.0,0.25,347.7,349.95,349.95,347.7,296.45,347.7,269.25,Bullish,1,1,NiftyMicroCap250
CREDITACC.ns,2023-06-21,0.0,0.31,1290.5,1295.0,1295.0,1290.5,1168.7,1290.5,854.45,Bullish,1,1,Niftysmallcap100
DIXON.ns,2023-06-21,0.0,0.5,4538.55,4580.0,4580.0,4655.15,2966.05,4655.15,2644.2,Bullish,0.007927541069313785,1.2931439108803024,NIFTYMIDCAP100
CYIENT.ns,2023-06-21,-0.03,0.5,1496.65,1502.1,1502.1,1514.55,1260.15,1514.55,730.75,Bullish,1,1,Niftysmallcap100
DIVISLAB.NS,2023-06-21,0.0,0.31,3566.2,3555.05,3555.05,3584.75,3051.0,3836.45,2750.85,Bullish,0.0011914694541332828,0.4893742040481041,Nifty100
CARTRADE.ns,2023-06-21,0.0,0.31,489.15,492.8,492.8,539.35,408.5,609.85,347.9,Bullish,1,1,NiftyMicroCap250
DRREDDY.NS,2023-06-21,0.0,0.38,4901.2,4921.95,4921.95,4915.05,4384.05,4968.0,4200.95,Bearish,0.0033052205807136475,0.6749952459572622,Nifty100
CARYSIL.ns,2023-06-21,0.0,0.5,652.1,654.0,654.0,677.05,542.0,677.05,431.6,Bullish,1,1,NiftyMicroCap250
CHENNPETRO.ns,2023-06-21,0.0,0.38,388.4,388.4,388.4,396.15,333.4,396.15,189.1,Bullish,1,1,NiftyMicroCap250
NYKAA.NS,2023-06-21,0.0,0.44,147.05,148.25,148.25,150.45,122.15,211.6,115.95,Bullish,0.007483746661647123,0.3049066013463587,Nifty100
CHOICEIN.ns,2023-06-21,0.0,0.25,384.05,385.9,385.9,387.75,348.0,387.75,235.55,Bullish,1,1,NiftyMicroCap250
EXIDEIND.ns,2023-06-21,0.0,0.38,220.35,223.0,223.0,220.35,200.35,220.35,154.25,Bullish,1,1,Niftysmallcap100
FACT.ns,2023-06-21,0.0,0.31,416.75,420.0,420.0,416.75,294.0,416.75,114.55,Bullish,1,1,Niftysmallcap100
GODREJCP.NS,2023-06-21,0.0,0.5,1071.9,1071.9,1071.9,1077.7,1002.0,1077.7,814.85,Bullish,0.0005863560286428159,0.9021975635523509,Nifty100
CONFIPET.ns,2023-06-21,0.0,0.31,69.75,69.95,69.95,73.1,59.2,85.95,56.4,Bullish,1,1,NiftyMicroCap250
GRASIM.NS,2023-06-21,0.0,0.25,1769.1,1770.0,1770.0,1780.75,1667.0,1826.05,1550.6,Bullish,3.0035339582475725e-05,1.1927644159020856,Nifty100
GLENMARK.ns,2023-06-21,0.0,0.25,643.85,643.75,643.75,663.05,581.0,663.05,371.15,Bullish,1,1,Niftysmallcap100
MEDANTA.ns,2023-06-21,0.0,0.44,650.2,651.2,651.2,654.25,553.95,654.25,414.15,Bullish,1,1,Niftysmallcap100
DCXINDIA.ns,2023-06-21,0.0,0.31,282.05,283.45,283.45,282.05,187.25,308.45,140.1,Bullish,1,1,NiftyMicroCap250
HDFCLIFE.NS,2023-06-21,0.22,0.33,643.7,645.0,645.0,643.7,554.5,643.7,461.4,Bullish,0.003453856560319182,1.6612846941528814,Nifty100
GRAPHITE.ns,2023-06-21,0.0,0.31,421.65,423.5,423.5,421.65,310.0,421.65,259.7,Bullish,1,1,Niftysmallcap100
HAVELLS.NS,2023-06-21,0.0,0.31,1346.8,1350.0,1350.0,1360.95,1242.25,1360.95,1099.95,Bullish,0.0024027593763531717,0.2139596912191537,Nifty100
DATAMATICS.ns,2023-06-21,0.0,0.44,574.15,576.85,576.85,588.65,442.1,588.65,258.9,Bullish,1,1,NiftyMicroCap250
HONAUT.ns,2023-06-21,0.0,0.38,42635.2,42635.2,42635.2,42635.2,38251.0,43391.4,34487.25,Bullish,0.0023549048741423823,0.3031054942496387,NIFTYMIDCAP100
DEN.ns,2023-06-21,0.0,0.44,34.3,34.5,34.5,34.55,30.0,38.8,25.85,Bullish,1,1,NiftyMicroCap250
IDFCFIRSTB.ns,2023-06-21,0.0,0.38,82.8,83.1,83.1,82.8,65.6,82.8,52.75,Bullish,0.01038763763069624,0.03724139105250544,NIFTYMIDCAP100
DBL.ns,2023-06-21,0.0,0.5,231.0,232.85,232.85,232.25,159.55,241.4,162.1,Bullish,1,1,NiftyMicroCap250
HINDCOPPER.ns,2023-06-21,0.0,0.38,117.1,117.55,117.55,117.1,100.5,130.75,94.65,Bullish,1,1,Niftysmallcap100
HUDCO.ns,2023-06-21,0.0,0.25,59.0,59.25,59.25,61.8,54.4,61.8,35.05,Bullish,1,1,Niftysmallcap100
ICICIGI.NS,2023-06-21,0.0,0.31,1292.25,1295.9,1295.9,1292.25,1066.3,1292.25,1059.6,Bullish,0.005354156523419125,2.486258516666945,Nifty100
IDFC.ns,2023-06-21,0.0,0.38,105.5,105.55,105.55,108.3,89.1,108.3,73.6,Bullish,1,1,Niftysmallcap100
ESABINDIA.ns,2023-06-20,0.0,0.44,4000.25,4049.0,3959.05,4003.75,3502.75,4253.05,3281.5,Bullish,1,1,NiftyMicroCap250
IIFL.ns,2023-06-21,0.0,0.38,493.05,491.4,491.4,515.35,432.15,519.9,347.4,Bullish,1,1,Niftysmallcap100
ELECON.ns,2023-06-21,0.0,0.31,586.75,586.95,586.95,592.5,518.0,592.5,329.95,Bullish,1,1,NiftyMicroCap250
IOC.NS,2023-06-21,0.0,0.25,91.9,91.95,91.95,93.15,84.8,93.15,66.05,Bullish,0.0006072336634443979,0.5808398141400473,Nifty100
EMIL.ns,2023-06-21,0.0,0.38,81.85,82.4,82.4,81.9,70.15,102.2,63.15,Bullish,1,1,NiftyMicroCap250
IRCTC.NS,2023-06-21,0.0,0.56,664.05,664.05,664.05,667.85,604.1,763.9,560.2,Bullish,0.0010629448917150266,1.564539651305063,Nifty100
INDIACEM.ns,2023-06-21,0.0,0.25,222.4,222.85,222.85,230.35,183.55,250.65,168.4,Bullish,1,1,Niftysmallcap100
ELECTCAST.ns,2023-06-21,0.0,0.5,57.0,57.2,57.2,57.5,42.9,57.5,31.75,Bullish,1,1,NiftyMicroCap250
INDIAMART.ns,2023-06-21,0.06,0.38,5915.3,2980.0,2980.0,5915.3,2716.5,5915.3,2054.38,Bullish,1,1,Niftysmallcap100
ETHOSLTD.ns,2023-06-21,0.0,0.44,1347.55,1349.95,1349.95,1368.25,1200.0,1405.2,867.4,Bullish,1,1,NiftyMicroCap250
NAUKRI.NS,2023-06-21,0.0,0.44,4455.7,4460.0,4460.0,4455.7,3702.95,4455.7,3375.8,Bullish,0.003048880990711037,2.4149566853164046,Nifty100
INTELLECT.ns,2023-06-21,0.0,0.38,614.1,614.05,614.05,615.95,539.95,615.95,397.0,Bullish,1,1,Niftysmallcap100
LUPIN.ns,2023-06-21,0.0,0.25,829.9,832.0,832.0,834.75,769.6,834.75,640.0,Bullish,0.0029370455742373453,0.12905119596298978,NIFTYMIDCAP100
FILATEX.ns,2023-06-21,0.0,0.5,39.5,39.3,39.3,40.7,36.25,50.78,32.05,Bullish,1,1,NiftyMicroCap250
JSWSTEEL.NS,2023-06-21,0.0,0.38,773.15,773.15,773.15,776.1,681.05,776.1,622.05,Bullish,0.004149395267375444,0.7954766215458989,Nifty100
FCL.ns,2023-06-21,0.0,0.31,297.15,297.65,297.65,320.6,253.95,391.7,215.8,Bullish,1,1,NiftyMicroCap250
JSL.ns,2023-06-21,0.0,0.44,334.0,336.8,336.8,334.0,276.1,334.0,129.15,Bullish,1,1,Niftysmallcap100
FINOPB.ns,2023-06-21,0.22,0.39,244.65,245.0,245.0,244.65,201.35,268.6,185.1,Bullish,1,1,NiftyMicroCap250
JUBLINGREA.ns,2023-06-21,0.0,0.31,467.35,469.4,469.4,467.35,379.05,582.95,358.5,Bullish,1,1,Niftysmallcap100
FORCEMOT.ns,2023-06-21,0.0,0.31,2220.15,2214.0,2214.0,2243.05,1356.85,2243.05,1098.25,Bullish,1,1,NiftyMicroCap250
KEI.ns,2023-06-21,0.0,0.56,2234.3,2244.0,2244.0,2312.55,1912.0,2312.55,1409.0,Bullish,1,1,Niftysmallcap100
FUSION.ns,2023-06-21,0.0,0.25,531.3,532.0,532.0,535.85,450.0,535.85,324.8,Bullish,1,1,NiftyMicroCap250
LT.NS,2023-06-21,0.0,0.56,2382.0,2382.0,2382.0,2382.0,2168.5,2384.45,1876.15,Bullish,0.0035726578904900727,0.3000509616468252,Nifty100
GTLINFRA.ns,2023-06-21,0.0,0.25,0.85,0.85,0.85,0.85,0.75,1.4,0.65,Bullish,1,1,NiftyMicroCap250
NHPC.ns,2023-06-21,0.0,0.31,45.8,45.95,45.95,45.8,42.55,45.8,37.5,Bullish,0.0009055574557988717,0.8004941314463251,NIFTYMIDCAP100
KALYANKJIL.ns,2023-06-21,0.0,0.44,127.9,128.5,128.5,132.85,104.15,132.85,91.2,Bullish,1,1,Niftysmallcap100
GABRIEL.ns,2023-06-21,0.0,0.25,191.1,192.1,192.1,191.35,167.0,198.15,131.7,Bullish,1,1,NiftyMicroCap250
KARURVYSYA.ns,2023-06-21,0.0,0.5,123.1,123.95,123.95,127.85,101.75,127.85,82.75,Bullish,1,1,Niftysmallcap100
GRSE.ns,2023-06-21,0.0,0.44,593.05,596.0,596.0,598.15,446.0,598.15,399.2,Bullish,1,1,NiftyMicroCap250
GATEWAY.ns,2023-06-21,0.0,0.44,73.45,73.75,73.75,75.0,62.9,75.0,59.05,Bullish,1,1,NiftyMicroCap250
KEC.ns,2023-06-21,0.0,0.5,560.85,560.8,560.8,572.4,476.0,572.4,409.65,Bullish,1,1,Niftysmallcap100
OBEROIRLTY.ns,2023-06-21,0.0,0.56,1020.2,1018.75,1018.75,1020.2,884.75,1020.2,802.25,Bullish,0.0027473203130312265,0.4520516181284217,NIFTYMIDCAP100
GLS.ns,2023-06-21,0.0,0.5,588.9,589.0,589.0,611.2,513.1,611.2,374.55,Bullish,1,1,NiftyMicroCap250
OFSS.ns,2023-06-21,0.0,0.44,3911.65,3931.0,3931.0,3911.65,3501.0,3911.65,2892.9,Bullish,0.004105974866452938,0.2542607621882224,NIFTYMIDCAP100
GLOBUSSPR.ns,2023-06-21,0.0,0.38,1256.95,1256.95,1256.95,1265.65,961.55,1265.65,737.05,Bullish,1,1,NiftyMicroCap250
MANAPPURAM.ns,2023-06-21,0.0,0.31,125.95,126.55,126.55,127.15,108.35,130.5,101.35,Bearish,1,1,Niftysmallcap100
GPIL.ns,2023-06-21,0.0,0.38,487.9,488.0,488.0,487.9,355.1,487.9,258.75,Bullish,1,1,NiftyMicroCap250
MRPL.ns,2023-06-21,0.0,0.38,75.6,76.2,76.2,78.7,63.7,78.7,49.85,Bullish,1,1,Niftysmallcap100
ICICIPRULI.NS,2023-06-21,0.0,0.31,563.25,565.8,565.8,563.25,421.5,563.25,384.05,Bullish,0.01008915495876743,1.9137391204284104,Nifty100
PATANJALI.ns,2023-06-21,0.0,0.31,1175.5,1180.0,1180.0,1175.5,931.2,1445.75,881.75,Bullish,0.0035630652643640673,0.9433131201899166,NIFTYMIDCAP100
GOKEX.ns,2023-06-21,0.0,0.44,513.95,514.85,514.85,513.95,373.6,513.95,341.55,Bullish,1,1,NiftyMicroCap250
MAZDOCK.ns,2023-06-21,0.0,0.38,1306.85,1305.0,1305.0,1306.85,737.5,1306.85,616.85,Bullish,1,1,Niftysmallcap100
GRAVITA.ns,2023-06-21,0.0,0.38,628.25,632.8,632.8,628.25,535.55,628.25,344.9,Bullish,1,1,NiftyMicroCap250
MCX.ns,2023-06-21,0.0,0.56,1573.0,1590.0,1590.0,1601.55,1285.05,1660.1,1304.7,Bullish,1,1,Niftysmallcap100
GREENPLY.ns,2023-06-21,0.0,0.38,176.5,175.05,175.05,176.5,154.4,180.85,135.6,Bullish,1,1,NiftyMicroCap250
GUFICBIO.ns,2023-06-21,0.0,0.38,232.85,234.5,234.5,238.1,193.55,238.1,179.95,Bullish,1,1,NiftyMicroCap250
NLCINDIA.ns,2023-06-21,0.0,0.25,100.5,101.3,101.3,101.05,85.0,101.05,67.95,Bullish,1,1,Niftysmallcap100
NATIONALUM.ns,2023-06-21,0.0,0.25,85.2,85.3,85.3,86.05,79.4,86.05,68.65,Bullish,1,1,Niftysmallcap100
PNBHOUSING.ns,2023-06-21,0.0,0.38,588.85,593.6,593.6,588.85,455.4,632.0,388.3,Bullish,1,1,Niftysmallcap100
HBLPOWER.ns,2023-06-21,0.0,0.5,149.8,149.8,149.8,152.75,101.75,152.75,90.0,Bullish,1,1,NiftyMicroCap250
HIL.ns,2023-06-21,0.0,0.38,3186.65,3197.0,3197.0,3241.5,2556.0,3241.5,2239.45,Bullish,1,1,NiftyMicroCap250
TTML.ns,2023-06-21,0.0,0.44,74.3,74.65,74.65,81.3,60.2,109.95,50.35,Bullish,0.0109335471107151,0.019756206722330936,NIFTYMIDCAP100
PPLPHARMA.ns,2023-06-21,0.0,0.31,93.25,94.2,94.2,94.6,71.65,190.0,63.95,Bullish,1,1,Niftysmallcap100
PRAJIND.ns,2023-06-21,0.0,0.44,394.45,396.05,393.15,395.2,351.05,438.75,302.95,Bullish,1,1,Niftysmallcap100
HARSHA.ns,2023-06-21,0.0,0.5,454.2,454.25,450.6,459.25,422.25,459.25,322.8,Bullish,1,1,NiftyMicroCap250
HATHWAY.ns,2023-06-21,0.0,0.38,15.5,15.55,15.35,15.5,13.1,19.15,12.45,Bullish,1,1,NiftyMicroCap250
TRENT.ns,2023-06-21,0.0,0.38,1712.55,1723.95,1710.2,1719.45,1471.55,1719.45,1176.3,Bullish,0.005685932451356316,0.24864430621590494,NIFTYMIDCAP100
QUESS.ns,2023-06-21,0.0,0.44,436.65,436.65,434.0,436.65,373.3,597.7,343.35,Bullish,1,1,Niftysmallcap100
HCG.ns,2023-06-21,0.0,0.38,317.5,317.6,316.15,320.5,290.1,320.5,258.1,Bullish,1,1,NiftyMicroCap250
TIINDIA.ns,2023-06-21,0.0,0.31,3147.0,3149.0,3050.0,3147.0,2650.0,3147.0,2419.45,Bullish,0.006421364490959236,0.37801539118944827,NIFTYMIDCAP100
RITES.ns,2023-06-21,0.0,0.31,389.75,390.95,387.05,398.55,366.55,422.35,310.9,Bullish,1,1,Niftysmallcap100
HEIDELBERG.ns,2023-06-21,0.0,0.25,174.95,175.0,175.0,176.85,166.7,208.65,155.5,Bullish,1,1,NiftyMicroCap250
M&M.NS,2023-06-21,0.0,0.38,1398.65,1403.4,1390.1,1411.2,1237.45,1411.2,1128.3,Bullish,0.0028993018895741127,1.1160598809871045,Nifty100
HEMIPROP.ns,2023-06-21,0.0,0.38,99.25,99.4,98.7,99.9,91.85,118.0,81.4,Bullish,1,1,NiftyMicroCap250
RVNL.ns,2023-06-21,0.0,0.25,126.1,127.75,125.15,127.1,110.6,141.65,35.75,Bullish,1,1,Niftysmallcap100
HERANBA.ns,2023-06-21,0.0,0.62,392.5,393.9,390.4,401.75,317.35,537.4,267.4,Bullish,1,1,NiftyMicroCap250
RAYMOND.ns,2023-06-21,0.0,0.31,1745.05,1757.0,1742.55,1746.7,1492.05,1746.7,1098.95,Bullish,1,1,Niftysmallcap100
MUTHOOTFIN.NS,2023-06-21,0.0,0.31,1198.25,1199.25,1186.1,1198.25,1022.5,1198.25,915.8,Bullish,0.0032089196436535846,0.4549904536143652,Nifty100
REDINGTON.ns,2023-06-21,0.0,0.44,192.35,192.45,189.05,192.35,165.85,199.4,135.7,Bullish,1,1,Niftysmallcap100
NTPC.NS,2023-06-21,0.0,0.44,186.7,188.05,186.6,188.2,171.85,188.2,163.0,Bullish,0.0030374150365353454,0.3243402409370284,Nifty100
HSCL.ns,2023-06-21,0.0,0.38,135.7,136.3,135.45,135.7,115.05,135.7,81.0,Bullish,1,1,NiftyMicroCap250
ROUTE.ns,2023-06-21,0.0,0.31,1648.3,1655.0,1646.0,1648.3,1355.0,1648.3,1142.2,Bullish,1,1,Niftysmallcap100
NESTLEIND.NS,2023-06-21,0.0,0.62,22967.7,22965.0,22956.1,22968.55,21275.0,22968.55,17993.35,Bullish,0.0019829542153275486,0.9113130627395725,Nifty100
SAPPHIRE.ns,2023-06-21,0.0,0.25,1396.55,1399.4,1393.95,1455.25,1284.0,1479.05,1149.4,Bullish,1,1,Niftysmallcap100
HINDOILEXP.ns,2023-06-21,0.0,0.31,214.95,217.35,214.65,215.45,164.5,215.45,118.65,Bullish,1,1,NiftyMicroCap250
PIIND.NS,2023-06-21,0.0,0.5,3901.05,3918.95,3892.6,3904.45,3165.1,3904.45,2903.7,Bullish,0.004963405073477261,1.2667938862265882,Nifty100
HINDWAREAP.ns,2023-06-21,0.0,0.31,512.0,513.0,495.2,538.85,401.95,538.85,331.35,Bullish,1,1,NiftyMicroCap250
ZYDUSLIFE.ns,2023-06-21,0.0,0.25,553.45,557.85,553.0,556.05,484.95,556.05,392.25,Bullish,0.0017914971397983283,0.8573094660940471,NIFTYMIDCAP100
ICRA.ns,2023-06-21,0.0,0.31,4993.8,4993.8,4960.05,4993.8,4695.8,5155.15,3972.5,Bullish,1,1,NiftyMicroCap250
PIDILITIND.NS,2023-06-21,0.0,0.38,2690.8,2703.0,2687.55,2697.7,2496.0,2772.4,2268.15,Bullish,0.0010688877555816837,1.3417465224363243,Nifty100
TV18BRDCST.ns,2023-06-21,0.0,0.44,42.1,42.45,41.8,42.1,30.4,42.1,27.6,Bullish,1,1,Niftysmallcap100
IFCI.ns,2023-06-21,0.0,0.44,12.75,12.8,12.8,12.8,10.95,15.9,9.1,Bullish,1,1,NiftyMicroCap250
POWERGRID.NS,2023-06-21,0.0,0.5,251.75,251.8,248.75,251.75,230.0,251.75,208.1,Bullish,0.002707870474552172,0.1796019591039106,Nifty100
TANLA.ns,2023-06-21,0.0,0.38,1080.05,1080.05,1055.0,1080.05,713.6,1080.05,509.8,Bullish,1,1,Niftysmallcap100
PGHH.NS,2023-06-21,0.0,0.38,13892.35,13949.95,13875.5,13994.65,13362.0,14535.95,13311.2,Bearish,0.0014899224812247847,0.2013419402013877,Nifty100
TEJASNET.ns,2023-06-21,0.0,0.25,748.5,752.65,747.0,754.45,639.1,754.45,518.55,Bullish,1,1,Niftysmallcap100
IRCON.ns,2023-06-21,0.0,0.25,88.05,87.5,87.5,88.05,77.45,88.05,40.55,Bullish,1,1,NiftyMicroCap250
IPL.ns,2023-06-21,0.0,0.38,227.5,227.2,227.2,232.75,216.5,292.75,200.65,Bullish,1,1,NiftyMicroCap250
SBILIFE.NS,2023-06-21,0.0,0.31,1292.95,1296.7,1290.05,1295.35,1142.55,1323.1,1062.65,Bullish,0.002006773148029197,1.7057680277458975,Nifty100
ICIL.ns,2023-06-21,0.0,0.5,204.35,204.9,202.85,211.05,152.65,211.05,102.85,Bullish,1,1,NiftyMicroCap250
VTL.ns,2023-06-21,0.0,0.38,363.65,364.85,361.05,363.65,318.35,363.65,274.75,Bullish,1,1,Niftysmallcap100
SHREECEM.NS,2023-06-21,0.0,0.38,25955.0,26097.8,25950.0,26236.1,23705.75,26576.8,20831.1,Bullish,0.0007754793684522812,1.648271562966203,Nifty100
INOXWIND.ns,2023-06-21,0.0,0.38,166.2,166.5,164.45,166.2,110.8,166.2,91.35,Bullish,1,1,NiftyMicroCap250
SIEMENS.NS,2023-06-21,0.0,0.38,3853.2,3854.2,3833.6,3853.2,3314.05,3891.2,2740.05,Bullish,0.0035879033786697886,0.971406289034226,Nifty100
IONEXCHANG.ns,2023-06-21,0.0,0.31,393.0,394.05,388.95,432.25,374.4,432.25,197.85,Bullish,1,1,NiftyMicroCap250
ISGEC.ns,2023-06-21,0.0,0.31,665.25,675.6,663.05,665.6,475.95,665.6,422.5,Bullish,1,1,NiftyMicroCap250
