Symbol,Date,NewsSentiment,Signal_strength,Close,High,Low,Resistance,Support,52High,52Low,Trend,Alpha,Beta,Bucket
AGI.ns,2023-06-19,0.0,0.62,606.9,606.9,606.9,637.7,554.45,637.7,285.2,Bullish,1,1,NiftyMicroCap250
AARTIPHARM.ns,2023-06-19,0.0,0.56,399.65,399.65,399.65,404.85,336.0,408.65,247.15,Bullish,1,1,NiftyMicroCap250
ACE.ns,2023-06-19,0.0,0.25,480.2,480.2,480.2,495.9,445.0,495.9,268.9,Bullish,1,1,NiftyMicroCap250
AEGISCHEM.ns,2023-06-19,0.0,0.31,348.05,348.05,348.05,373.1,316.6,407.85,272.0,Bearish,1,1,Niftysmallcap100
AHLUCONT.ns,2023-06-19,0.0,0.44,634.8,634.8,634.8,634.8,520.0,634.8,405.35,Bullish,1,1,NiftyMicroCap250
AMARAJABAT.ns,2023-06-19,0.0,0.69,628.0,628.0,628.0,649.0,594.65,664.0,485.2,Bullish,1,1,Niftysmallcap100
ALOKINDS.ns,2023-06-19,0.0,0.44,15.5,15.5,15.5,15.5,12.6,17.95,10.6,Bullish,1,1,NiftyMicroCap250
ABFRL.ns,2023-06-19,0.0,0.25,210.4,210.4,210.4,212.5,184.4,358.15,189.85,Bearish,0.0013453079055829003,0.7925684517243523,NIFTYMIDCAP100
ANGELONE.ns,2023-06-19,0.0,0.44,1565.0,1565.0,1565.0,1565.0,1181.2,1649.6,1002.85,Bullish,1,1,Niftysmallcap100
AMIORG.ns,2023-06-19,0.0,0.5,1324.85,1324.85,1324.85,1324.85,1121.05,1324.85,865.7,Bullish,1,1,NiftyMicroCap250
ANURAS.ns,2023-06-19,0.0,0.25,1084.2,1084.2,1084.2,1219.8,1055.65,1219.8,577.05,Bullish,1,1,Niftysmallcap100
BSE.ns,2023-06-19,0.0,0.25,575.15,575.15,575.15,576.7,521.0,611.55,407.8,Bullish,1,1,Niftysmallcap100
ANANDRATHI.ns,2023-06-19,0.0,0.44,880.0,880.0,880.0,881.3,835.75,881.55,660.0,Bullish,1,1,NiftyMicroCap250
ANANTRAJ.ns,2023-06-19,0.0,0.44,168.35,168.35,168.35,168.6,139.2,168.6,89.9,Bullish,1,1,NiftyMicroCap250
ASHOKLEY.ns,2023-06-19,0.0,0.38,166.0,166.0,166.0,166.0,144.1,166.0,134.6,Bullish,0.002529285567961926,0.5792260751473457,NIFTYMIDCAP100
APCOTEXIND.ns,2023-06-19,0.0,0.44,577.5,577.5,577.5,579.45,463.1,603.3,400.4,Bullish,1,1,NiftyMicroCap250
APOLLOPIPE.ns,2023-06-19,0.0,0.69,710.7,710.7,710.7,729.65,600.0,729.65,467.5,Bullish,1,1,NiftyMicroCap250
ARVINDFASN.ns,2023-06-19,0.0,0.44,342.0,342.0,342.0,342.0,263.95,374.65,265.85,Bullish,1,1,NiftyMicroCap250
BDL.ns,2023-06-19,0.0,0.44,1187.8,1187.8,1187.8,1191.25,975.3,1191.25,800.1,Bullish,1,1,Niftysmallcap100
ARVIND.ns,2023-06-19,0.0,0.44,133.2,133.2,133.2,133.6,106.2,133.6,79.85,Bullish,1,1,NiftyMicroCap250
BIKAJI.ns,2023-06-19,0.0,0.69,410.0,410.0,410.0,416.05,368.2,443.05,310.9,Bullish,1,1,Niftysmallcap100
BIRLACORPN.ns,2023-06-19,0.0,0.69,1211.55,1211.55,1211.55,1229.3,979.95,1229.3,852.9,Bullish,1,1,Niftysmallcap100
BATAINDIA.ns,2023-06-19,0.0,0.62,1613.95,1613.95,1613.95,1616.1,1509.0,1867.5,1387.0,Bullish,0.0029165740342855196,0.005600575788684036,NIFTYMIDCAP100
BORORENEW.ns,2023-06-19,0.0,0.38,530.0,530.0,530.0,545.65,470.0,584.75,390.6,Bullish,1,1,Niftysmallcap100
ASTRAMICRO.ns,2023-06-19,0.0,0.25,351.8,351.8,351.8,366.45,316.2,366.45,218.3,Bullish,1,1,NiftyMicroCap250
BCG.ns,2023-06-19,0.0,0.25,31.45,31.45,31.45,31.45,14.1,41.45,9.35,Bullish,1,1,Niftysmallcap100
BHARATFORG.ns,2023-06-19,0.0,0.56,837.95,837.95,837.95,837.95,752.85,908.65,747.8,Bullish,0.0032417413823280948,0.36272492451317395,NIFTYMIDCAP100
ASTRAZEN.ns,2023-06-19,0.0,0.56,3668.05,3668.05,3668.05,3668.05,3125.0,3668.05,2963.1,Bullish,1,1,NiftyMicroCap250
CESC.ns,2023-06-19,0.0,0.31,72.0,72.0,72.0,72.05,68.7,81.2,63.2,Bullish,1,1,Niftysmallcap100
BFUTILITIE.ns,2023-06-19,0.0,0.56,374.1,374.1,374.1,374.1,334.1,429.15,284.6,Bullish,1,1,NiftyMicroCap250
CANFINHOME.ns,2023-06-19,0.0,0.44,755.0,755.0,755.0,755.0,649.6,755.0,480.65,Bullish,1,1,Niftysmallcap100
BAJAJCON.ns,2023-06-19,0.0,0.31,184.7,184.7,184.7,188.4,173.5,188.4,147.3,Bullish,1,1,NiftyMicroCap250
CARBORUNIV.ns,2023-06-19,0.0,0.69,1235.2,1235.2,1235.2,1238.7,1131.0,1238.7,800.5,Bullish,1,1,Niftysmallcap100
BAJAJHIND.ns,2023-06-19,0.0,0.56,16.35,16.35,16.35,16.45,13.15,18.85,10.15,Bullish,1,1,NiftyMicroCap250
BARBEQUE.ns,2023-06-19,0.0,0.38,682.0,682.0,682.0,682.1,598.1,1148.25,596.2,Bullish,1,1,NiftyMicroCap250
CENTURYTEX.ns,2023-06-19,0.0,0.44,785.0,785.0,785.0,822.85,774.65,877.35,606.4,Bullish,1,1,Niftysmallcap100
CROMPTON.ns,2023-06-19,0.0,0.31,294.25,294.25,294.25,294.25,252.1,390.75,252.55,Bullish,0.0005808088421506959,1.2997998809119995,NIFTYMIDCAP100
BOMDYEING.ns,2023-06-19,0.0,0.38,99.55,99.55,99.55,99.55,79.05,99.55,53.9,Bullish,1,1,NiftyMicroCap250
BUTTERFLY.ns,2023-06-19,0.0,0.56,1198.55,1198.55,1198.55,1198.55,977.55,1814.3,1024.7,Bullish,1,1,NiftyMicroCap250
CARERATING.ns,2023-06-19,0.0,0.31,682.05,682.05,682.05,703.3,632.0,703.3,473.2,Bullish,1,1,NiftyMicroCap250
DALBHARAT.ns,2023-06-19,0.0,0.31,2254.0,2254.0,2254.0,2254.85,2017.55,2254.85,1490.15,Bullish,0.0025355936587408757,0.5176342663223047,NIFTYMIDCAP100
COCHINSHIP.ns,2023-06-19,0.0,0.56,584.0,584.0,584.0,584.0,468.95,677.5,414.0,Bullish,1,1,Niftysmallcap100
CMSINFO.ns,2023-06-19,0.0,0.25,338.95,338.95,338.95,343.1,296.45,345.15,269.25,Bullish,1,1,NiftyMicroCap250
CAMS.ns,2023-06-19,0.0,0.38,2201.0,2201.0,2201.0,2229.95,2048.6,2666.9,2015.55,Bullish,1,1,Niftysmallcap100
CREDITACC.ns,2023-06-19,0.0,0.44,1185.8,1185.8,1185.8,1271.8,1060.05,1271.8,854.45,Bullish,1,1,Niftysmallcap100
DEVYANI.ns,2023-06-19,0.0,0.25,193.0,193.0,193.0,193.0,166.2,194.7,137.95,Bullish,0.00406373321783621,0.2264826735113606,NIFTYMIDCAP100
CAPLIPOINT.ns,2023-06-19,0.0,0.44,820.0,820.0,820.0,820.0,691.1,820.0,584.15,Bullish,1,1,NiftyMicroCap250
CYIENT.ns,2023-06-19,0.0,0.5,1490.0,1490.0,1490.0,1497.8,1217.0,1497.8,730.75,Bullish,1,1,Niftysmallcap100
DIXON.ns,2023-06-19,0.0,0.44,4560.0,4560.0,4560.0,4577.0,2905.5,4591.45,2644.2,Bullish,0.013462686466521455,1.1734674331098098,NIFTYMIDCAP100
CARTRADE.ns,2023-06-19,0.0,0.75,492.0,492.0,492.0,539.35,407.0,609.85,347.9,Bullish,1,1,NiftyMicroCap250
CARYSIL.ns,2023-06-19,0.0,0.5,660.0,660.0,660.0,677.05,542.0,677.05,431.6,Bullish,1,1,NiftyMicroCap250
CHENNPETRO.ns,2023-06-19,0.0,0.38,387.3,387.3,387.3,396.15,311.55,396.15,189.1,Bullish,1,1,NiftyMicroCap250
CHOICEIN.ns,2023-06-19,0.0,0.25,390.0,390.0,390.0,390.0,348.0,390.0,235.55,Bullish,1,1,NiftyMicroCap250
ELGIEQUIP.ns,2023-06-19,0.0,0.31,536.0,536.0,536.0,571.25,463.7,571.25,361.4,Bullish,1,1,Niftysmallcap100
EXIDEIND.ns,2023-06-19,0.0,0.25,217.1,217.1,217.1,217.1,190.55,217.1,154.25,Bullish,1,1,Niftysmallcap100
CONFIPET.ns,2023-06-19,0.0,0.69,71.85,71.85,71.85,73.1,58.5,85.95,56.4,Bullish,1,1,NiftyMicroCap250
FACT.ns,2023-06-19,0.0,0.69,376.05,376.05,376.05,389.25,294.0,389.25,114.55,Bullish,1,1,Niftysmallcap100
GLENMARK.ns,2023-06-19,0.0,0.31,642.4,642.4,642.4,663.05,581.0,663.05,371.15,Bullish,1,1,Niftysmallcap100
