date,title,link,sentiment,sentiment_type,relevant
2023-06-21,Mahindra Scorpio N sees a massive drop in waiting period - Autocar India,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmF1dG9jYXJpbmRpYS5jb20vY2FyLW5ld3MvbWFoaW5kcmEtc2NvcnBpby1uLXNlZXMtbWFzc2l2ZS1kcm9wLWluLXdhaXRpbmctcGVyaW9kLTQyODU0MdIBZ2h0dHBzOi8vd3d3LmF1dG9jYXJpbmRpYS5jb20vY2FyLW5ld3MtYW1wL21haGluZHJhLXNjb3JwaW8tbi1zZWVzLW1hc3NpdmUtZHJvcC1pbi13YWl0aW5nLXBlcmlvZC00Mjg1NDE?oc=5,0.1,Positive,False
