date,title,link,sentiment,sentiment_type,relevant
2023-06-17,Reserve Bank of India Clarifies On 'Missing' Rs 500 Notes: Here Is What Central Bank Says - Times Now,https://news.google.com/rss/articles/CBMilgFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL2J1c2luZXNzLWVjb25vbXkvcmVzZXJ2ZS1iYW5rLW9mLWluZGlhLWNsYXJpZmllcy1vbi1taXNzaW5nLXJzLTUwMC1ub3Rlcy1oZXJlLWlzLXdoYXQtY2VudHJhbC1iYW5rLXNheXMtYXJ0aWNsZS0xMDEwNzI5ODbSAZoBaHR0cHM6Ly93d3cudGltZXNub3duZXdzLmNvbS9idXNpbmVzcy1lY29ub215L3Jlc2VydmUtYmFuay1vZi1pbmRpYS1jbGFyaWZpZXMtb24tbWlzc2luZy1ycy01MDAtbm90ZXMtaGVyZS1pcy13aGF0LWNlbnRyYWwtYmFuay1zYXlzLWFydGljbGUtMTAxMDcyOTg2L2FtcA?oc=5,0.08,Positive,True
