date,title,link,sentiment,sentiment_type,relevant
2023-06-15,"Adani Wilmar shares rebound after five-day slide; buy, sell or hold? - Business Today",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vbWFya2V0cy9jb21wYW55LXN0b2NrL3N0b3J5L2FkYW5pLXdpbG1hci1zaGFyZXMtcmlzZS10YXJnZXQtcHJpY2UtYnV5LXNlbGwtaG9sZC0zODU3MzYtMjAyMy0wNi0xNdIBggFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC9tYXJrZXRzL2NvbXBhbnktc3RvY2svc3RvcnkvYWRhbmktd2lsbWFyLXNoYXJlcy1yaXNlLXRhcmdldC1wcmljZS1idXktc2VsbC1ob2xkLTM4NTczNi0yMDIzLTA2LTE1?oc=5,0.11,Positive,True
