date,title,link,sentiment,sentiment_type,relevant
2023-06-22,Brightcom Group shares halt 12-day winning run; stock up 259% from 52-week low; time to book profit? - Business Today,https://news.google.com/rss/articles/CBMiqwFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9icmlnaHRjb20tZ3JvdXAtc2hhcmVzLWhhbHQtMTItZGF5LXdpbm5pbmctcnVuLXN0b2NrLXVwLTI1OS1mcm9tLTUyLXdlZWstbG93LXRpbWUtdG8tYm9vay1wcm9maXQtMzg2NjE5LTIwMjMtMDYtMjLSAa8BaHR0cHM6Ly93d3cuYnVzaW5lc3N0b2RheS5pbi9hbXAvbWFya2V0cy9jb21wYW55LXN0b2NrL3N0b3J5L2JyaWdodGNvbS1ncm91cC1zaGFyZXMtaGFsdC0xMi1kYXktd2lubmluZy1ydW4tc3RvY2stdXAtMjU5LWZyb20tNTItd2Vlay1sb3ctdGltZS10by1ib29rLXByb2ZpdC0zODY2MTktMjAyMy0wNi0yMg?oc=5,0.06,Positive,False
