date,title,link,sentiment,sentiment_type,relevant
2023-05-08,"UPL Limited Quarterly Results: 500 Pc Dividend Announced | Check Amount, Q4FY23 Results and More - Times Now",https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL2J1c2luZXNzLWVjb25vbXkvbWFya2V0cy91cGwtbGltaXRlZC1xdWFydGVybHktcmVzdWx0cy01MDAtcGMtZGl2aWRlbmQtYW5ub3VuY2VkLWNoZWNrLWFtb3VudC1xNGZ5MjMtcmVzdWx0cy1hbmQtbW9yZS1hcnRpY2xlLTEwMDA3MjYwONIBqAFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL2J1c2luZXNzLWVjb25vbXkvbWFya2V0cy91cGwtbGltaXRlZC1xdWFydGVybHktcmVzdWx0cy01MDAtcGMtZGl2aWRlbmQtYW5ub3VuY2VkLWNoZWNrLWFtb3VudC1xNGZ5MjMtcmVzdWx0cy1hbmQtbW9yZS1hcnRpY2xlLTEwMDA3MjYwOC9hbXA?oc=5,0.09,Positive,False
2023-05-08,"UPL Q4 result: Firm reports 41% decline in net profit, misses estimate - Zee Business",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnplZWJpei5jb20vY29tcGFuaWVzL25ld3MtdXBsLWx0ZC1kaXZpZGVuZC1xNC1yZXN1bHRzLXByb2ZpdC1yZXZlbnVlLWViaXRkYS1tYXJnaW4tc2hhcmUtcHJpY2UtYnNlLW5zZS0yMzM4MjfSAX1odHRwczovL3d3dy56ZWViaXouY29tL2NvbXBhbmllcy9uZXdzLXVwbC1sdGQtZGl2aWRlbmQtcTQtcmVzdWx0cy1wcm9maXQtcmV2ZW51ZS1lYml0ZGEtbWFyZ2luLXNoYXJlLXByaWNlLWJzZS1uc2UtMjMzODI3L2FtcA?oc=5,0.1,Positive,True
2023-05-09,"UPL shares tank post a disappointing Q4, should you buy or sell? | Mint - Mint",https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3VwbC1zaGFyZXMtdGFuay1wb3N0LWEtZGlzYXBwb2ludGluZy1xNC1zaG91bGQteW91LWJ1eS1vci1zZWxsLTExNjgzNjI1MDAyNzI2Lmh0bWzSAYgBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy91cGwtc2hhcmVzLXRhbmstcG9zdC1hLWRpc2FwcG9pbnRpbmctcTQtc2hvdWxkLXlvdS1idXktb3Itc2VsbC9hbXAtMTE2ODM2MjUwMDI3MjYuaHRtbA?oc=5,0.07,Positive,True
2023-04-25,UPL top Nifty loser after global agrochemical firm Adama reports weak earnings - CNBCTV18,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmNuYmN0djE4LmNvbS9tYXJrZXQvdXBsLXRvcC1uaWZ0eS1sb3Nlci1hZnRlci1nbG9iYWwtYWdyb2NoZW1pY2FsLWZpcm0tYWRhbWEtcmVwb3J0cy13ZWFrZWFybmluZ3MtMTY0OTA1NTEuaHRt0gF-aHR0cHM6Ly93d3cuY25iY3R2MTguY29tL21hcmtldC91cGwtdG9wLW5pZnR5LWxvc2VyLWFmdGVyLWdsb2JhbC1hZ3JvY2hlbWljYWwtZmlybS1hZGFtYS1yZXBvcnRzLXdlYWtlYXJuaW5ncy0xNjQ5MDU1MS5odG0vYW1w?oc=5,0.07,Positive,True
2023-05-05,"UPL Q4 Results Preview: PAT likely to rise by over 11%, revenue to grow by 6% - Zee Business",https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy56ZWViaXouY29tL2NvbXBhbmllcy9uZXdzLXVwbC1xNC1yZXN1bHQtcHJldmlldy1wYXQtcmV2ZW51ZS1lYml0ZGEtbWFyZ2luLXNoYXJlLXByaWNlLXN0ZWVsLXN0b2NrLWRpdmlkZW5kLXBheW91dC0yMzM2MjnSAYgBaHR0cHM6Ly93d3cuemVlYml6LmNvbS9jb21wYW5pZXMvbmV3cy11cGwtcTQtcmVzdWx0LXByZXZpZXctcGF0LXJldmVudWUtZWJpdGRhLW1hcmdpbi1zaGFyZS1wcmljZS1zdGVlbC1zdG9jay1kaXZpZGVuZC1wYXlvdXQtMjMzNjI5L2FtcA?oc=5,0.03,Positive,True
