date,title,link,sentiment,sentiment_type,relevant
2023-06-14,"Anupam Rasayan shares jump 6% as company bags Rs 2,200 crore order from Japan - Business Today",https://news.google.com/rss/articles/CBMilgFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9hbnVwYW0tcmFzYXlhbi1zaGFyZXMtanVtcC02LWFzLWNvbXBhbnktYmFncy1ycy0yMjAwLWNyb3JlLW9yZGVyLWZyb20tamFwYW4tMzg1NTEwLTIwMjMtMDYtMTTSAZoBaHR0cHM6Ly93d3cuYnVzaW5lc3N0b2RheS5pbi9hbXAvbWFya2V0cy9jb21wYW55LXN0b2NrL3N0b3J5L2FudXBhbS1yYXNheWFuLXNoYXJlcy1qdW1wLTYtYXMtY29tcGFueS1iYWdzLXJzLTIyMDAtY3JvcmUtb3JkZXItZnJvbS1qYXBhbi0zODU1MTAtMjAyMy0wNi0xNA?oc=5,0.09,Positive,False
