date,title,link,sentiment,sentiment_type,relevant
2023-06-17,Editors' Roundtable | Could holding companies be an alternate way to play some good quality companies? - CNBCTV18,https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5jbmJjdHYxOC5jb20vbWFya2V0L3N0b2Nrcy9lZGl0b3JzLXJvdW5kdGFibGUtY291bGQtaG9sZGluZy1jb21wYW5pZXMtYWx0ZXJuYXRlLXdheS1wbGF5LWdvb2QtcXVhbGl0eS1jb21wYW5pZXMtMTY5NTg1MDEuaHRt0gGMAWh0dHBzOi8vd3d3LmNuYmN0djE4LmNvbS9tYXJrZXQvc3RvY2tzL2VkaXRvcnMtcm91bmR0YWJsZS1jb3VsZC1ob2xkaW5nLWNvbXBhbmllcy1hbHRlcm5hdGUtd2F5LXBsYXktZ29vZC1xdWFsaXR5LWNvbXBhbmllcy0xNjk1ODUwMS5odG0vYW1w?oc=5,0.0,Neutral,False
