date,title,link,sentiment,sentiment_type,relevant
2023-06-20,"Top stock picks | Canara Bank, Astral, Bank of Baroda on the radar - CNBCTV18",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmNuYmN0djE4LmNvbS9tYXJrZXQvdG9wLXN0b2NrLXBpY2tzLWNhbmFyYS1iYW5rLWFzdHJhbC1iYW5rLW9mLWJhcm9kYS1vbi10aGUtcmFkYXItc3RvY2tzLXRvLWJ1eS0xNjk3ODg3MS5odG3SAX1odHRwczovL3d3dy5jbmJjdHYxOC5jb20vbWFya2V0L3RvcC1zdG9jay1waWNrcy1jYW5hcmEtYmFuay1hc3RyYWwtYmFuay1vZi1iYXJvZGEtb24tdGhlLXJhZGFyLXN0b2Nrcy10by1idXktMTY5Nzg4NzEuaHRtL2FtcA?oc=5,0.0,Neutral,True
