date,title,link,sentiment,sentiment_type,relevant
2023-05-16,"Wipro Share Buyback: Premium, History and Other Details ... - EquityPandit",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmVxdWl0eXBhbmRpdC5jb20vd2lwcm8tc2hhcmUtYnV5YmFjay1wcmVtaXVtLWhpc3RvcnktYW5kLW90aGVyLWRldGFpbHMv0gEA?oc=5,0.02,Positive,True
2023-05-15,Wipro underperforms Monday when compared to competitors despite daily gains - MarketWatch,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3Rvcnkvd2lwcm8tdW5kZXJwZXJmb3Jtcy1tb25kYXktd2hlbi1jb21wYXJlZC10by1jb21wZXRpdG9ycy1kZXNwaXRlLWRhaWx5LWdhaW5zLTFmNjMxZjU0LWQ3MGRjMmIwMDQ1MdIBiwFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL2RhdGEtbmV3cy93aXByby11bmRlcnBlcmZvcm1zLW1vbmRheS13aGVuLWNvbXBhcmVkLXRvLWNvbXBldGl0b3JzLWRlc3BpdGUtZGFpbHktZ2FpbnMtMWY2MzFmNTQtZDcwZGMyYjAwNDUx?oc=5,0.29,Positive,True
2023-05-15,Wipro To Integrate Its Framework Into Google Cloud’s Ramp - BQ Prime,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmJxcHJpbWUuY29tL2J1c2luZXNzL3dpcHJvLXRvLWludGVncmF0ZS1pdHMtZnJhbWV3b3JrLWludG8tZ29vZ2xlLWNsb3Vkcy1yYW1w0gFdaHR0cHM6Ly93d3cuYnFwcmltZS5jb20vYW1wL2J1c2luZXNzL3dpcHJvLXRvLWludGVncmF0ZS1pdHMtZnJhbWV3b3JrLWludG8tZ29vZ2xlLWNsb3Vkcy1yYW1w?oc=5,0.05,Positive,True
2023-05-16,"Assam NRC: Plaint registered against Hajela, Wipro and ISS - Tehelka",https://news.google.com/rss/articles/CBMiTGh0dHA6Ly90ZWhlbGthLmNvbS9hc3NhbS1ucmMtcGxhaW50LXJlZ2lzdGVyZWQtYWdhaW5zdC1oYWplbGEtd2lwcm8tYW5kLWlzcy_SAQA?oc=5,-0.01,Negative,True
2023-05-15,"Corporate Crossings | Gurvinder Sahni joins Persistent Systems as Chief Marketing Officer, after 20 years... - Moneycontrol",https://news.google.com/rss/articles/CBMiogFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvYW5ub3VuY2VtZW50cy9ndXJ2aW5kZXItc2Fobmktam9pbnMtcGVyc2lzdGVudC1zeXN0ZW1zLWFzLWNoaWVmLW1hcmtldGluZy1vZmZpY2VyLWFmdGVyLTIwLXllYXJzLWF0LXdpcHJvLTEwNTg5MzMxLmh0bWzSAaYBaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL2Fubm91bmNlbWVudHMvZ3VydmluZGVyLXNhaG5pLWpvaW5zLXBlcnNpc3RlbnQtc3lzdGVtcy1hcy1jaGllZi1tYXJrZXRpbmctb2ZmaWNlci1hZnRlci0yMC15ZWFycy1hdC13aXByby0xMDU4OTMzMS5odG1sL2FtcA?oc=5,0.17,Positive,True
