date,title,link,sentiment,sentiment_type,relevant
2023-05-22,Balaji Amines stock price tanks 15% as CFO resigns | Mint - Mint,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3MvYmFsYWppLWFtaW5lcy1zdG9jay1wcmljZS10YW5rcy0xNS1hcy1jZm8tcmVzaWducy0xMTY4NDcyNjM2ODg5Ny5odG1s0gF7aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy9iYWxhamktYW1pbmVzLXN0b2NrLXByaWNlLXRhbmtzLTE1LWFzLWNmby1yZXNpZ25zL2FtcC0xMTY4NDcyNjM2ODg5Ny5odG1s?oc=5,0.07,Positive,False
