date,title,link,sentiment,sentiment_type,relevant
2023-05-25,"Star Cement shares hit 52-week high on high volumes; buy, sell or hold? - Business Today",https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9zdGFyLWNlbWVudC1zaGFyZXMtaGl0LTUyLXdlZWstaGlnaC1vbi1oaWdoLXZvbHVtZXMtYnV5LXNlbGwtb3ItaG9sZC0zODI4MjEtMjAyMy0wNS0yNdIBkwFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC9tYXJrZXRzL2NvbXBhbnktc3RvY2svc3Rvcnkvc3Rhci1jZW1lbnQtc2hhcmVzLWhpdC01Mi13ZWVrLWhpZ2gtb24taGlnaC12b2x1bWVzLWJ1eS1zZWxsLW9yLWhvbGQtMzgyODIxLTIwMjMtMDUtMjU?oc=5,0.08,Positive,False
