date,title,link,sentiment,sentiment_type,relevant
2023-05-14,Enough growth opportunities within facilities to take capacity to 40 MT in India: Tata Steel CEO - The Economic Times,https://news.google.com/rss/articles/CBMiswFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvaW5kbC1nb29kcy9zdnMvc3RlZWwvZW5vdWdoLWdyb3d0aC1vcHBvcnR1bml0aWVzLXdpdGhpbi1mYWNpbGl0aWVzLXRvLXRha2UtY2FwYWNpdHktdG8tNDAtbXQtaW4taW5kaWEtdGF0YS1zdGVlbC1jZW8vYXJ0aWNsZXNob3cvMTAwMjI2NTQzLmNtc9IBtwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvaW5kbC1nb29kcy9zdnMvc3RlZWwvZW5vdWdoLWdyb3d0aC1vcHBvcnR1bml0aWVzLXdpdGhpbi1mYWNpbGl0aWVzLXRvLXRha2UtY2FwYWNpdHktdG8tNDAtbXQtaW4taW5kaWEtdGF0YS1zdGVlbC1jZW8vYW1wX2FydGljbGVzaG93LzEwMDIyNjU0My5jbXM?oc=5,0.27,Positive,False
2023-05-14,INOX Air Products bags contract from Tata Steel to set up two ASUs - BusinessLine,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vY29tcGFuaWVzL2lub3gtYWlyLXByb2R1Y3RzLWJhZ3MtY29udHJhY3QtZnJvbS10YXRhLXN0ZWVsLXRvLXNldC11cC10d28tYXN1cy9hcnRpY2xlNjY4NDkxNjYuZWNl0gGKAWh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9jb21wYW5pZXMvaW5veC1haXItcHJvZHVjdHMtYmFncy1jb250cmFjdC1mcm9tLXRhdGEtc3RlZWwtdG8tc2V0LXVwLXR3by1hc3VzL2FydGljbGU2Njg0OTE2Ni5lY2UvYW1wLw?oc=5,0.24,Positive,True
2023-05-16,"INOX Air Products investing Rs 1,300 cr to set up air separation units at Tata Steel's Dhenkanal plant - Economic Times",https://news.google.com/rss/articles/CBMiwQFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vaW5kdXN0cnkvaW5kbC1nb29kcy9zdnMvc3RlZWwvaW5veC1haXItcHJvZHVjdHMtaW52ZXN0aW5nLXJzLTEzMDAtY3ItdG8tc2V0LXVwLWFpci1zZXBhcmF0aW9uLXVuaXRzLWF0LXRhdGEtc3RlZWxzLWRoZW5rYW5hbC1wbGFudC9hcnRpY2xlc2hvdy8xMDAyNzYxNTguY21z0gG8AWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9pbmR1c3RyeS9pbmRsLWdvb2RzL3N2cy9zdGVlbC9pbm94LWFpci1wcm9kdWN0cy1pbnZlc3RpbmctcnMtMTMwMC1jci10by1zZXQtdXAtYWlyLXNlcGFyYXRpb24tdW5pdHMtYXQtdGF0YS1zdGVlbHMtZGhlbmthbmFsLXBsYW50L2FtcF9hcnRpY2xlc2hvdy8xMDAyNzYxNTguY21z?oc=5,0.31,Positive,False
2023-05-16,"Tata Steel-INOX Air Products sign mega deal to produce Oxygen, Nitrogen and other rare gases | What we know so - Times Now",https://news.google.com/rss/articles/CBMi1gFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL2J1c2luZXNzLWVjb25vbXkvY29tcGFuaWVzL3RhdGEtc3RlZWwtaW5veC1haXItcHJvZHVjdHMtc2lnbi1tZWdhLWRlYWwtdG8tcHJvZHVjZS1veHlnZW4tbml0cm9nZW4tYW5kLW90aGVyLXJhcmUtZ2FzZXMtd2hhdC13ZS1rbm93LXNvLWZhci10YXRhLXN0ZWVsLXN0b2NrLXByaWNlLXRvZGF5LWFydGljbGUtMTAwMjcwMzA10gHaAWh0dHBzOi8vd3d3LnRpbWVzbm93bmV3cy5jb20vYnVzaW5lc3MtZWNvbm9teS9jb21wYW5pZXMvdGF0YS1zdGVlbC1pbm94LWFpci1wcm9kdWN0cy1zaWduLW1lZ2EtZGVhbC10by1wcm9kdWNlLW94eWdlbi1uaXRyb2dlbi1hbmQtb3RoZXItcmFyZS1nYXNlcy13aGF0LXdlLWtub3ctc28tZmFyLXRhdGEtc3RlZWwtc3RvY2stcHJpY2UtdG9kYXktYXJ0aWNsZS0xMDAyNzAzMDUvYW1w?oc=5,0.14,Positive,True
2023-05-16,"Tata Steel closed today at ₹107.35, down -0.32% from yesterday's ₹107.7 | Mint - Mint",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL3RhdGEtc3RlZWwtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0xNi1tYXktMjAyMy0xMTY4NDIwNTgzNjk5MC5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvdGF0YS1zdGVlbC1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTE2LW1heS0yMDIzL2FtcC0xMTY4NDIwNTgzNjk5MC5odG1s?oc=5,0.03,Positive,False
