date,title,link,sentiment,sentiment_type,relevant
2023-06-15,Kanpur Metro Deploys ABB India's Electrification Solutions for Reliable Power Control and Distribution - Marketscreener.com,https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svQUJCLUlORElBLUxJTUlURUQtNDY3Mjg1NzAvbmV3cy9LYW5wdXItTWV0cm8tRGVwbG95cy1BQkItSW5kaWEtcy1FbGVjdHJpZmljYXRpb24tU29sdXRpb25zLWZvci1SZWxpYWJsZS1Qb3dlci1Db250cm9sLWFuZC1EaXN0cmlidXRpLTQ0MTM3NDY3L9IBvQFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vYW1wL3F1b3RlL3N0b2NrL0FCQi1JTkRJQS1MSU1JVEVELTQ2NzI4NTcwL25ld3MvS2FucHVyLU1ldHJvLURlcGxveXMtQUJCLUluZGlhLXMtRWxlY3RyaWZpY2F0aW9uLVNvbHV0aW9ucy1mb3ItUmVsaWFibGUtUG93ZXItQ29udHJvbC1hbmQtRGlzdHJpYnV0aS00NDEzNzQ2Ny8?oc=5,0.24,Positive,False
