date,title,link,sentiment,sentiment_type,relevant
2023-05-24,Dish TV India proposes Manoj Dobhal as CEO-designate after Anil Dua steps down | Mint - Mint,https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL3Blb3BsZS9kaXNoLXR2LWluZGlhLWJvYXJkLXByb3Bvc2VzLW1hbm9qLWRvYmhhbC1hcy1jZW8tZGVzaWduYXRlLWZvbGxvd2luZy1hbmlsLWR1YS1zLXN0ZXAtZG93bi0xMTY4NDkwNjcyMDk5NS5odG1s0gGbAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9jb21wYW5pZXMvcGVvcGxlL2Rpc2gtdHYtaW5kaWEtYm9hcmQtcHJvcG9zZXMtbWFub2otZG9iaGFsLWFzLWNlby1kZXNpZ25hdGUtZm9sbG93aW5nLWFuaWwtZHVhLXMtc3RlcC1kb3duL2FtcC0xMTY4NDkwNjcyMDk5NS5odG1s?oc=5,0.12,Positive,False
