date,title,link,sentiment,sentiment_type,relevant
2023-06-05,World Environment Day: Top Electric Vehicle stocks to buy | Mint - Mint,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3Mvd29ybGQtZW52aXJvbm1lbnQtZGF5LXRvcC1lbGVjdHJpYy12ZWhpY2xlLXN0b2Nrcy10by1idXktMTE2ODU4OTgyMjYyMzYuaHRtbNIBggFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3dvcmxkLWVudmlyb25tZW50LWRheS10b3AtZWxlY3RyaWMtdmVoaWNsZS1zdG9ja3MtdG8tYnV5L2FtcC0xMTY4NTg5ODIyNjIzNi5odG1s?oc=5,0.08,Positive,True
