date,title,link,sentiment,sentiment_type,relevant
2023-05-16,Global Multiple Sclerosis Clinical Trial Analysis 2023 Update ... - Business Wire,https://news.google.com/rss/articles/CBMi4AFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIzMDUxNjAwNTgxNC9lbi9HbG9iYWwtTXVsdGlwbGUtU2NsZXJvc2lzLUNsaW5pY2FsLVRyaWFsLUFuYWx5c2lzLTIwMjMtVXBkYXRlLUZlYXR1cmluZy1CaW9nZW4tTm92YXJ0aXMtU2Fub2ZpLWFuZC1UZXZhLVBoYXJtYWNldXRpY2FsLUluZHVzdHJpZXMtQW1vbmctT3RoZXJzLS0tUmVzZWFyY2hBbmRNYXJrZXRzLmNvbdIBAA?oc=5,0.24,Positive,False
2023-05-16,Biogen : Canada Accepts New Drug Submission For Lecanemab As ... - Nasdaq,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYmlvZ2VuLTotY2FuYWRhLWFjY2VwdHMtbmV3LWRydWctc3VibWlzc2lvbi1mb3ItbGVjYW5lbWFiLWFzLXRyZWF0bWVudC1mb3ItZWFybHnSAQA?oc=5,0.0,Neutral,True
2023-04-28,Biogen Announces Publication of BIIB080 Phase 1b Data in Nature ... - Biogen,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vaW52ZXN0b3JzLmJpb2dlbi5jb20vbmV3cy1yZWxlYXNlcy9uZXdzLXJlbGVhc2UtZGV0YWlscy9iaW9nZW4tYW5ub3VuY2VzLXB1YmxpY2F0aW9uLWJpaWIwODAtcGhhc2UtMWItZGF0YS1uYXR1cmXSAQA?oc=5,0.05,Positive,True
2023-05-16,Biogen Inc. stock underperforms Tuesday when compared to competitors - MarketWatch,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9kYXRhLW5ld3MvYmlvZ2VuLWluYy1zdG9jay11bmRlcnBlcmZvcm1zLXR1ZXNkYXktd2hlbi1jb21wYXJlZC10by1jb21wZXRpdG9ycy0yNTU0YjY4Yi1jM2I3OTU2NTM1NjLSAYMBaHR0cHM6Ly93d3cubWFya2V0d2F0Y2guY29tL2FtcC9kYXRhLW5ld3MvYmlvZ2VuLWluYy1zdG9jay11bmRlcnBlcmZvcm1zLXR1ZXNkYXktd2hlbi1jb21wYXJlZC10by1jb21wZXRpdG9ycy0yNTU0YjY4Yi1jM2I3OTU2NTM1NjI?oc=5,0.14,Positive,True
2023-05-03,Biogen Files Form 8-K | Biogen - Biogen,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vaW52ZXN0b3JzLmJpb2dlbi5jb20vbmV3cy1yZWxlYXNlcy9uZXdzLXJlbGVhc2UtZGV0YWlscy9iaW9nZW4tZmlsZXMtZm9ybS04LWvSAQA?oc=5,0.11,Positive,True
