date,title,link,sentiment,sentiment_type,relevant
2023-06-15,Jindal Stainless Selects Dassault Systèmes' Solutions to Boost ... - Dassault Systèmes,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy4zZHMuY29tL25ld3Nyb29tL3ByZXNzLXJlbGVhc2VzL2ppbmRhbC1zdGFpbmxlc3Mtc2VsZWN0cy1kYXNzYXVsdC1zeXN0ZW1lcy1zb2x1dGlvbnMtYm9vc3Qtb3BlcmF0aW9uYWwtYW5kLWRlbGl2ZXJ5LWVmZmljaWVuY2llc9IBAA?oc=5,0.22,Positive,False
