date,title,link,sentiment,sentiment_type,relevant
2023-06-17,HDFC twins merger: RBI clarifies on HDFC Bank's commercial liabilities. Details here | Mint - Mint,https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL25ld3MvaGRmYy10d2lucy1tZXJnZXItcmJpLWNsYXJpZmllcy1vbi1oZGZjLWJhbmtzLWNvbW1lcmNpYWwtbGlhYmlsaXRpZXMtZGV0YWlscy1oZXJlLTExNjg2OTc3MDUyNTgyLmh0bWzSAZEBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL2NvbXBhbmllcy9uZXdzL2hkZmMtdHdpbnMtbWVyZ2VyLXJiaS1jbGFyaWZpZXMtb24taGRmYy1iYW5rcy1jb21tZXJjaWFsLWxpYWJpbGl0aWVzLWRldGFpbHMtaGVyZS9hbXAtMTE2ODY5NzcwNTI1ODIuaHRtbA?oc=5,0.07,Positive,True
