date,title,link,sentiment,sentiment_type,relevant
2023-05-30,Q4 earnings effect: Stove Kraft shares tank 12%; top losers on BSE - Business Today,https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9xNC1lYXJuaW5ncy1zdG92ZS1rcmFmdC1zaGFyZXMtZmFsbC1sb3NzLXNhbGVzLW5ldC1wcm9maXQtMzgzNDI2LTIwMjMtMDUtMzDSAYgBaHR0cHM6Ly93d3cuYnVzaW5lc3N0b2RheS5pbi9hbXAvbWFya2V0cy9jb21wYW55LXN0b2NrL3N0b3J5L3E0LWVhcm5pbmdzLXN0b3ZlLWtyYWZ0LXNoYXJlcy1mYWxsLWxvc3Mtc2FsZXMtbmV0LXByb2ZpdC0zODM0MjYtMjAyMy0wNS0zMA?oc=5,-0.07,Negative,False
