date,title,link,sentiment,sentiment_type,relevant
2023-05-29,Ion Exchange shares fall 6% post Q4 earnings; stock split record date on May 26 - Business Today,https://news.google.com/rss/articles/CBMimAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9pb24tZXhjaGFuZ2Utc2hhcmVzLWZhbGwtNi1wb3N0LXE0LWVhcm5pbmdzLXN0b2NrLXNwbGl0LXJlY29yZC1kYXRlLW9uLW1heS0yNi0zODMyNzktMjAyMy0wNS0yOdIBnAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC9tYXJrZXRzL2NvbXBhbnktc3RvY2svc3RvcnkvaW9uLWV4Y2hhbmdlLXNoYXJlcy1mYWxsLTYtcG9zdC1xNC1lYXJuaW5ncy1zdG9jay1zcGxpdC1yZWNvcmQtZGF0ZS1vbi1tYXktMjYtMzgzMjc5LTIwMjMtMDUtMjk?oc=5,0.01,Positive,False
