date,title,link,sentiment,sentiment_type,relevant
2023-05-29,"NBCC (India) Q4 Results: Net profit surges 205% to ₹108 crore, revenue up 5%; dividend declared | Mint - Mint",https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL25iY2MtaW5kaWEtcTQtcmVzdWx0cy1uZXQtcHJvZml0LXN1cmdlcy0yMDUtdG8tcnMtMTA4LWNyb3JlLXJldmVudWUtdXAtNS1kaXZpZGVuZC1kZWNsYXJlZC0xMTY4NTM2NjUzMTA1My5odG1s0gGkAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3MvbmJjYy1pbmRpYS1xNC1yZXN1bHRzLW5ldC1wcm9maXQtc3VyZ2VzLTIwNS10by1ycy0xMDgtY3JvcmUtcmV2ZW51ZS11cC01LWRpdmlkZW5kLWRlY2xhcmVkL2FtcC0xMTY4NTM2NjUzMTA1My5odG1s?oc=5,0.15,Positive,False
